_id,Open,High,Low,Close,Volume,Dividends,Stock Splits,Datetime
654cce7fa4703cb70b0330b9,936.75,938,936.2999877929688,937,631192,0,0,2023-11-09T09:45:00.000Z
654cd1e1a4703cb70b0330ba,936.75,938,936.2999877929688,937,631192,0,0,2023-11-09T09:45:00.000Z
